ibjjf_name,ibjjf_profile_url,academy,gender,ranking_category,ruleset,points,same_academy_people_ids,same_academy_people_names,academy_known_people_count,signal_type,confidence,publication_policy,evidence
Carlos Manoel Gonçalves de Moura,https://ibjjf.com/athletes/carlos-moura,Brazilian Top Team,male,master3,gi,4,627; 8409; 249; 232; 1675,Murilo Bustamante; Ricardo Marques; Anderson Pereira; Jose Mario Sperry; Luis Roberto Duarte,6,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Brazilian Top Team""; o acervo possui 6 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Eliechiton Leopoldo Bastos Santos,https://ibjjf.com/athletes/eliechiton-santos,GF Team,male,master3,gi,3,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Jan Vlasak,https://ibjjf.com/athletes/jan-vlasak,Jungle BJJ,male,master3,gi,3,10318,Eldar Rafigaev,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Jungle BJJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Glauke Eugênio e Silva,https://ibjjf.com/athletes/glauke-silva,Brazilian Top Team,male,master3,gi,3,627; 8409; 249; 232; 1675,Murilo Bustamante; Ricardo Marques; Anderson Pereira; Jose Mario Sperry; Luis Roberto Duarte,6,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Brazilian Top Team""; o acervo possui 6 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Szajih Saniatan,https://ibjjf.com/athletes/szajih-saniatan-97e1c91918d3,Roberto Traven BJJ,male,master3,gi,3,7079,Carlos Farias,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Roberto Traven BJJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Robert Adam Carder,https://ibjjf.com/athletes/robert-carder,Bjj Conquest,male,master3,gi,3,7732,Vicente Junior,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Bjj Conquest""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Alessandro Brandão Bogado,https://ibjjf.com/athletes/alessandro-bogado,Gracie Humaita,male,master3,gi,3,515; 903; 1445; 613; 6339,Royler Gracie; Leticia Ribeiro; Rolker Gracie; Wellington Dias; Admilson Brites,34,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Gracie Humaita""; o acervo possui 34 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Christopher Michael Ruiz,https://ibjjf.com/athletes/christopher-ruiz,Roberto Traven BJJ,male,master3,gi,3,7079,Carlos Farias,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Roberto Traven BJJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Ulisses Vieira dos Santos Jesus,https://ibjjf.com/athletes/ulisses-jesus,Top Brother,male,master3,gi,3,2512; 1386,Cezar Guimarães; Davi Ramos,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Top Brother""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Vinicius Davi Reinaldo de Moura,https://ibjjf.com/athletes/vinicius-moura,Brazilian Top Team,male,master3,gi,3,627; 8409; 249; 232; 1675,Murilo Bustamante; Ricardo Marques; Anderson Pereira; Jose Mario Sperry; Luis Roberto Duarte,6,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Brazilian Top Team""; o acervo possui 6 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Alisson Rian Barni Zanon,https://ibjjf.com/athletes/alisson-zanon,Nova União,male,master3,gi,3,78; 634; 6756; 4334; 195,Andre Pederneiras; Wendell Alexander; Rodrigo Silva; Andre da Silva; Robson Moura,39,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Nova União""; o acervo possui 39 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Alecio de Souza Oliveira,https://ibjjf.com/athletes/alecio-oliveira,CheckMat,male,master3,gi,3,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Carlos Roberto Schauffert Junior,https://ibjjf.com/athletes/carlos-junior-f24666c6cb45,Ns Brotherhood,male,master3,gi,3,1188; 7256,Leandro Lo; Jan Buatim,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Ns Brotherhood""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Tomasz Piotrowski,https://ibjjf.com/athletes/tomasz-piotrowski,Vitor Shaolin BJJ,male,master3,gi,3,9064,Silvio Duran,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Vitor Shaolin BJJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Christopher Aubin,https://ibjjf.com/athletes/christopher-aubin,Renzo Gracie Academy,male,master3,gi,3,10000; 5649; 7442; 9760; 5617,Doug Pelinkovic; Gary Tonon; Edward Cummings; Frank Rosenthal; Jamie Cruz,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Renzo Gracie Academy""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Parker Talmadge Holland,https://ibjjf.com/athletes/parker-holland,Roger Gracie Academy,male,master3,gi,3,6209; 9261,Felipe Mota; Ross Nicholls,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Roger Gracie Academy""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Justin B. Court,https://ibjjf.com/athletes/justin-court,Team Shawn Hammonds,male,master3,gi,3,9845,Chad Hardy,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Team Shawn Hammonds""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Flávio Rainerio de S. Sampaio Filho,https://ibjjf.com/athletes/flavio-filho-26e6be95cfde,Gracie Humaita,male,master3,gi,3,515; 903; 1445; 613; 6339,Royler Gracie; Leticia Ribeiro; Rolker Gracie; Wellington Dias; Admilson Brites,34,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Gracie Humaita""; o acervo possui 34 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Zakki Ghory,https://ibjjf.com/athletes/zakki-ghory,Roger Gracie Academy,male,master3,gi,3,6209; 9261,Felipe Mota; Ross Nicholls,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Roger Gracie Academy""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Felipe Varella Neves de M. Silva,https://ibjjf.com/athletes/felipe-silva-2df78d7d2c41,GF Team,male,master3,gi,3,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Saul Carlos,https://ibjjf.com/athletes/saul-carlos,Brasa,male,master3,gi,3,702; 112; 935; 579; 559,Muzio de Angelis; Demian Maia; Leonardo Castello Branco; Octavio Couto; Rodrigo Medeiros,7,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Brasa""; o acervo possui 7 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Fábio Alves Santos,https://ibjjf.com/athletes/fabio-santos,GF Team,male,master3,gi,3,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Claudio Leite de Carvalho Junior,https://ibjjf.com/athletes/claudio-junior-9f4dfc8e4487,Nova União,male,master3,gi,3,78; 634; 6756; 4334; 195,Andre Pederneiras; Wendell Alexander; Rodrigo Silva; Andre da Silva; Robson Moura,39,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Nova União""; o acervo possui 39 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Manuel Permuy Martinez,https://ibjjf.com/athletes/manuel-martinez-beabaccc5170,CFC Team,male,master3,gi,3,9697,Sergio Calderon,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CFC Team""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Steven Matthew Burkhart,https://ibjjf.com/athletes/steven-burkhart,Brasa,male,master3,gi,3,702; 112; 935; 579; 559,Muzio de Angelis; Demian Maia; Leonardo Castello Branco; Octavio Couto; Rodrigo Medeiros,7,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Brasa""; o acervo possui 7 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Anderson Pedro da Silva,https://ibjjf.com/athletes/anderson-silva-25645929af80,Toronto BJJ,male,master3,gi,3,8783,Yacinta Nguyen,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Toronto BJJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Fernando Ramos Fernandes Junior,https://ibjjf.com/athletes/fernando-junior-fc5ab4bedf02,GF Team,male,master3,gi,3,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Felipe Santos Pessoa,https://ibjjf.com/athletes/felipe-pessoa-e6ad718e5e98,PSLPB Cicero Costha,male,master3,gi,3,1155; 13076; 7704; 6151; 13062,Cicero Costha; Francisco Lo; Helton Jose Junior; Hiago George; Leonardo Mario,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""PSLPB Cicero Costha""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Jason Richard Tipaldos,https://ibjjf.com/athletes/jason-tipaldos,Bjj Conquest,male,master3,gi,3,7732,Vicente Junior,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Bjj Conquest""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Sergio Santos Herdina,https://ibjjf.com/athletes/sergio-herdina,CheckMat,male,master3,gi,2,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Maycol Marques Lacerda,https://ibjjf.com/athletes/maycol-lacerda,Brazilian Top Team,male,master3,gi,2,627; 8409; 249; 232; 1675,Murilo Bustamante; Ricardo Marques; Anderson Pereira; Jose Mario Sperry; Luis Roberto Duarte,6,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Brazilian Top Team""; o acervo possui 6 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Fabio Candido Bezerra,https://ibjjf.com/athletes/fabio-bezerra,GF Team,male,master3,gi,2,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Guilherme Tadeu de Franca Souza,https://ibjjf.com/athletes/guilherme-souza-1f304f0ad6bb,GF Team,male,master3,gi,2,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Gustavo de Souza Araujo,https://ibjjf.com/athletes/gustavo-araujo-35ad7313cd53,CheckMat,male,master3,gi,2,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Luciano Santanna Afonso Alves,https://ibjjf.com/athletes/luciano-alves,Nova Geração,male,master3,gi,2,714; 311; 1640; 1707; 4481,Francisco Albuquerque; Alexandre Pimentel; Andre Monteiro; Bruno Ferreira; Mauro Ayres,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Nova Geração""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Lyes Abid,https://ibjjf.com/athletes/lyes-abid,Roger Gracie Academy,male,master3,gi,2,6209; 9261,Felipe Mota; Ross Nicholls,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Roger Gracie Academy""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Miqueias Pinheiro Guedes,https://ibjjf.com/athletes/miqueias-guedes,GF Team,male,master3,gi,2,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
